Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Min-portfolio_Portefeuille-min_fra,Dept-nbr_No-min,Dept-name_Nom-min_eng,Dept-name_Nom-min_fra,Contractor-details_Details-entrepr_eng,Contractor-details_Details-entrepr_fra,Proj-desc_eng,Proj-desc_fra,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","PCL Constructors Inc, Edmonton, Alberta","PCL Constructors Inc, Edmonton, Alberta","Redevelopment of Whistlers campground, Jasper National Park, Alberta","Réaménagement du terrain de camping Whistlers, Parc national Jasper, Alberta",57927973,2179224,56884222
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Eiffage Innovative Canada Inc, Burlington, Ontario","Eiffage Innovative Canada Inc, Burlington, Ontario","Replacement of Drag Lake dam south, Haliburton, Ontario","Remplacement du barrage sud du lac Drag, Haliburton, Ontario",3715953,2197798,3715953
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","RJG Construction Ltd., St. John's, Newfoundland and Labrador","RJG Construction Ltd., Saint-Jean de Terre-Neuve, Terre-Neuve-et-Labrador","Wharf reconstruction, Belleoram, Newfoundland and Labrador","Reconstruction d'un quai, Belleoram, Terre-Neuve-et-Labrador",2950405,2216404,2950405
2022/2023,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Laporte Inc, Montréal, Quebec","Laporte Inc, Montréal, Québec","Construction of the clinical trial material facility, Montréal, Quebec","Construction pour l'infrastructure de production de matériel pour essais cliniques, Montréal, Québec",6500000,2228183,5742914
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Bird Construction Group, Quispamsis, New Brunswick","Bird Construction Group, Quispamsis, Nouveau-Brunswick","Construction Works - Buildings, Quispamsis, New Brunswick","Travaux de construction - Bâtiments, Quispamsis, Nouveau-Brunswick",2655696,2256243,2398348
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Cougar Engineering & Construction Ltd., St. John's, Newfoundland and Labrador","Cougar Engineering & Construction Ltd., Saint-Jean de Terre-Neuve, Terre-Neuve-et-Labrador","Replacement of underground utilities systems, Terra Nova National Park, Newfoundland and Labrador","Remplacement des réseaux de services publics souterrains, Parc national Terra-Nova, Terre-Neuve-et-Labrador",5274685,2257284,5274685
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Maçonnerie Dynamique Ltée, Québec, Quebec","Maçonnerie Dynamique Ltée, Québec, Québec","Restoration of the right and left walls of the Ursulines Bastion, Québec, Quebec","Restauration des façades droite et gauche du bastion des Ursulines, Québec, Québec",9053124,2266859,5236770
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","St-Denis Thompson Inc, Montréal, Quebec","St-Denis Thompson Inc, Montréal, Québec","Masonry work at the Dominique-Ducharme Building, Montréal, Quebec","Travaux de restoration de maçonnerie de l'édifice Dominique-Ducharme, Montréal, Québec",26776898,2277215,26460671
2022/2023,09,"Affaires mondiales","Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Kingdom of the Netherlands, Ministry of Foreign Affairs, The Hague, Netherlands","Royaume des Pays-Bas, ministère des Affaires étrangères, La Haye, Pays-Bas","Construction of an annex to the chancery, Juba, South Sudan","Construction d'une annexe à la chancellerie, Djouba, Soudan du Sud",8392959,2278763,8392959
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Greenfield Construction Ltd., Miramichi, New Brunswick","Greenfield Construction Ltd., Miramichi, Nouveau-Brunswick","Construct New Wharf 402 &403, Georgetown, Prince Edward Island","Contruction nouveau quai 402 et 403, Georgetown, Île-du-Prince-Édouard",3878193,2280880,2432838
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Con-Pro Industries Canada Ltd., Winnipeg, Manitoba","Con-Pro Industries Canada Ltd., Winnipeg, Manitoba","Construction Works - Buildings, Winnipeg, Manitoba","Travaux de construction - Bâtiments, Winnipeg, Manitoba",3024614,2289986,2327096
2022/2023,21,"Sécurité publique","Public Safety",053,"Correctional Service of Canada","Service correctionnel du Canada","Kiley Paving Ltd., Kingston, Ontario","Kiley Paving Ltd., Kingston, Ontario","Roadway resurfacing at Bath/Millhaven Institution, Bath, Ontario","Resurfaçage de la chaussée à l'établissement de Bath/Millhaven, Bath, Ontario",3007365,2292944,2652189
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Atwill-Morin Ontario Inc, Nepean, Ontario","Atwill-Morin Ontario Inc, Nepean, Ontario","Rehabilitation of Kingston Mills lock 46 to 49, Kingston, Ontario","Réfection des écluses 46 à 49 de Kingston Mills, Kingston, Ontario",12662406,2302724,9182133
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","RW Tomlinson Limited, Ottawa, Ontario","RW Tomlinson Limited, Ottawa, Ontario","Replacement of Lower Brewers swing bridge, Rideau Canal National Historic Site, Ontario","Remplacement du pont tournant de Lower Brewers, Lieu historique national du Canal-Rideau, Ontario",3761206,2354053,2562273
2022/2023,21,"Sécurité publique","Public Safety",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Importations Guay Ltée, St-Bernard, Quebec","Importations Guay Ltée, St-Bernard, Québec","Renovation of buildings 339 and 337, St-Bernard, Quebec","Rénovation des bâtiments 339 et 337, St-Bernard, Québec",4597056,2365304,4515968
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Tyco Integrated Fire & Security, Mississauga, Ontario","Tyco Integrated Fire & Security, Mississauga, Ontario","Construction Works - Buildings, Happy Valley-Goose Bay, Newfoundland and Labrador","Travaux de construction - Bâtiments, Happy Valley-Goose Bay, Terre-Neuve-et-Labrador",6494238,2405453,5435748
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","L Breau and Sons Ltd., Neguac, New Brunswick","L Breau and Sons Ltd., Néguac, Nouveau-Brunswick","New wharf and boat ramp, Lameque, New Brunswick","Nouveau quai et rampe de mise l'eau, Lamèque, Nouveau-Brunswick",2740309,2433023,2740309
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Leslie & Benn Contracting Limited, Port Hawkesbury, Nova Scotia","Leslie & Benn Contracting Limited, Port Hawkesbury, Nouvelle-Écosse","reconstruct wharf structure, L'Ardoise, Nova Scotia","reconstruire la structure du quai, L'Ardoise, Nouvelle-Écosse",2568823,2450428,2450428
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Ross and Anglin Ltd., Ottawa, Ontario","Ross and Anglin Ltd., Ottawa, Ontario","Replacement of the Red Pine Lake dam, Trent-Severn Waterway National Historic Site, Ontario","Remplacement du barrage du lac Red Pine, Lieu historique national de la Voie-Navigable-Trent-Severn, Ontario",7106398,2469771,4043644
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","M. Sullivan & Son, Arnprior, Ontario","M. Sullivan & Son, Arnprior, Ontario","Construction Works - Buildings, Arnprior, Ontario","Travaux de construction - Bâtiments, Arnprior, Ontario",8875747,2480775,2480775
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","East Elgin concrete forming Ltd., Tillsonburg, Ontario","East Elgin concrete forming Ltd., Tillsonburg, Ontario","North and west wall rehabilitation, Tobermory, Ontario","Réhabilitation d'un mur, Tobermory, Ontario",3302486,2498106,2498106
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Dexter Construction Company Ltd., Bedford, Nova Scotia","Dexter Construction Company Limited, Bedford, Nouvelle-Écosse","wharf reconstruction, Parker's Cove, Nova Scotia","reconstruction du quai, Parker's Cove, Nouvelle-Écosse",8268550,2526240,2526240
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Acres Enterprises Ltd., Kamloops, British Columbia","Acres Enterprises Ltd., Kamloops, Colombie-Britannique","Construction Works - Buildings, Vernon, British Columbia","Travaux de construction - Bâtiments, Vernon, Colombie-Britannique",2810171,2576540,2800913
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Waterdon Construction Limited, Nepean, Ontario","Waterdon Construction Limited, Nepean, Ontario","Construction Works - Buildings, Ottawa, Ontario","Travaux de construction - Bâtiments, Ottawa, Ontario",3746446,2578285,2694199
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Titanium Construction Ltee, Pokemouche, New Brunswick","Titanium Construction Ltee, Pokemouche, Nouveau-Brunswick","New wharf and boat ramp, Lameque, New Brunswick","Reconstruction quai et rampe de mise à l'eau, Lamèque, Nouveau-Brunswick",14333591,2675523,12339959
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Traytown Builders Limited, Traytown, Newfoundland and Labrador","Traytown Builders Limited, Traytown, Terre-Neuve-et-Labrador","Construction Works - Buildings, Traytown, Newfoundland and Labrador","Travaux de construction - Bâtiments, Traytown, Terre-Neuve-et-Labrador",5334657,2682543,2682543
2022/2023,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","CCR Construction Ltd., Regina, Saskatchewan","CCR Construction Ltd., Regina, Saskatchewan","Construction of new detachment, Kindersley, Saskatchewan","Construction d'un nouveau détachement, Kindersley, Saskatchewan",10285441,2700851,2700851
2022/2023,21,"Sécurité publique","Public Safety",085,"Canada Border Services Agency","Agence des services frontaliers du Canada","Brookfield Global Integrated Solutions, Markham, Ontario","Brookfield Global Integrated Solutions, Markham, Ontario","Water Treatment System Upgrades, Various locations, Quebec","Modernisation du système de traitement de l'eau, Lieux variés, Québec",4669035,2716353,4669035
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Kinetic Construction Ltd., Victoria, British Columbia","Kinetic Construction Ltd., Victoria, Colombie-Britannique","Construction Works - Buildings, Courtenay, British Columbia","Travaux de construction - Bâtiments, Courtenay, Colombie-Britannique",5670994,2776910,2776910
2022/2023,21,"Sécurité publique","Public Safety",053,"Correctional Service of Canada","Service correctionnel du Canada","Flyer Electric LP, Birch Hills, Saskatchewan","Flyer Electric LP, Birch Hills, Saskatchewan","Fire alarm upgrade at Saskatchewan Penitentiary, Prince Albert, Saskatchewan","Amélioration de l'alarme incendie au pénitencier de Saskatchewan, Prince Albert, Saskatchewan",8523507,2823725,3102736
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","King Construction Ltd., Hanwell, New Brunswick","King Construction Ltd., Hanwell, Nouveau-Brunswick","Construction Works - Buildings, Hanwell, New Brunswick","Travaux de construction - Bâtiments, Hanwell, Nouveau-Brunswick",2826138,2826138,2826138
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","RJG Construction Ltd., St. John's, Newfoundland and Labrador","RJG Construction Ltd., Saint-Jean de Terre-Neuve, Terre-Neuve-et-Labrador","Wharf reconstruction, Ochre Pit Cove, Newfoundland and Labrador","Reconstruction d'un quai, Ochre Pit Cove, Terre-Neuve-et-Labrador",3827584,2843736,3251741
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","Tangle Ridge Custom Crushing Ltd., Fort Nelson, British Columbia","Tangle Ridge Custom Crushing Ltd., Fort Nelson, Colombie-Britannique","Tetsa River reconstruction work - km 570 to 587, Alaska Highway, British Columbia","Travaux de reconstruction à la rivière Tetsa - km 570 à 587 de la route de l'Alaska, Colombie-Britannique",6749727,2846028,5107062
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","A Fresh Look, Winnipeg, Manitoba","A Fresh Look, Winnipeg, Manitoba","Construction Works - Buildings, Winnipeg, Manitoba","Travaux de construction - Bâtiments, Winnipeg, Manitoba",4550337,2855040,3600280
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Pittman's Enterprises Limited, St. Pauls, Newfoundland and Labrador","Pittman's Enterprises Limited, St. Pauls, Terre-Neuve-et-Labrador","Harbour redevelopment, Raleigh, Newfoundland and Labrador","Réaménagement du port, Raleigh, Terre-Neuve-et-Labrador",4302728,2875510,3040112
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PCL Constructors Canada, Dartmouth, Nova Scotia","PCL Constructors Canada, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Dartmouth, Nova Scotia","Travaux de construction - Bâtiments, Dartmouth, Nouvelle-Écosse",4703357,2898122,2898122
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Bulldog Contracting Ltd., Bonavista, Newfoundland and Labrador","Bulldog Contracting Ltd., Bonavista, Terre-Neuve-et-Labrador","Wharf reconstruction, Harbour Grace, Newfoundland and Labrador","Reconstruction du quai, Harbour Grace, Terre-Neuve-et-Labrador",6271484,2915848,2915848
2022/2023,02,"Agriculture et Agroalimentaire","Agriculture and Agri-Food",001,"Department of Agriculture and Agri-Food","Ministère de l'Agriculture et de l'Agroalimentaire","Buildon Construction Ltd 9049, New Minas, Nova Scotia","Buildon Construction Ltd 9049, New Minas, Nouvelle-Écosse","Boiler replacement, Kentville, Nova Scotia","Remplacement de chaudière, Kentville, Nouvelle-Écosse",5354619,2926732,4798120
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Almiq Contracting Ltd., Iqaluit, Nunavut","Almiq Contracting Ltd., Iqaluit, Nunavut","Nanisivik Construction and Consulting Services, Nanisivik, Nunavut","Services de construction et de consultation à Nanisivik, Nanisivik, Nunavut",77515907,2939608,72862740
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Greytop Commercial Construction, Dartmouth, Nova Scotia","Greytop Commercial Construction, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Dartmouth, Nova Scotia","Travaux de construction - Bâtiments, Dartmouth, Nouvelle-Écosse",3193431,3028221,3193431
2022/2023,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Contracts under $250,000 and cost plus contracts under $25,000 (68 contractors)","Contrats inférieurs à 250 000 $ et contrats à prix coûtant majoré inférieurs à 25 000 $ (68 entrepreneurs)",Total,Total,0,3110298,0
2022/2023,21,"Sécurité publique","Public Safety",053,"Correctional Service of Canada","Service correctionnel du Canada","TDE Construction Company Ltd., Edmonton, Alberta","TDE Construction Company Ltd., Edmonton, Alberta","Building D, water treatment plant assessment and restoration upgrade at Pê Sâkâstêw Centre, Mâskwâcîs, Alberta","Bâtiment D, évaluation de la station d'épuration et amélioration de la restauration du centre Pê Sâkâstêw, Mâskwâcîs, Alberta",4879246,3110686,3110686
2022/2023,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","PCL Construction Canada Inc, Dartmouth, Nova Scotia","PCL Construction Canada Inc, Dartmouth, Nouvelle-Écosse","Construction of new detachment, Cornwall, Prince Edward Island","Construction d'un nouveau détachement, Cornwall, Île-du-Prince-Édouard",18359000,3234617,3234617
2022/2023,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Industra Construction Corporation, Surrey, British Columbia","Industra Construction Corporation, Surrey, Colombie-Britannique","Construction of new detachment, Gold River, British Columbia","Construction d'un nouveau détachement, Gold River, Colombie-Britannique",14099901,3276453,3276453
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Zutphen Contractors Inc, Southwest Mabou, Nova Scotia","Zutphen Contractors Inc, Southwest Mabou, Nouvelle-Écosse","Replacement of structures on the Cabot Trail, Cape Breton Highlands National Park, Nova Scotia","Remplacement de structures sur la piste Cabot, Parc national des Hautes-Terres-du-Cap-Breton, Nouvelle-Écosse",3654903,3305529,3305529
2022/2023,21,"Sécurité publique","Public Safety",030,"Royal Canadian Mounted Police","Gendarmerie royale du Canada","Penn-Co Construction Canada (2003) Ltd., Blumenort, Manitoba","Penn-Co Construction Canada (2003) Ltd., Blumenort, Manitoba","Construction of a detachment, Gimli, Manitoba","Construction d'un détachement, Gimli, Manitoba",7333014,3312693,7245842
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Greenfield Construction Ltd., Miramichi, New Brunswick","Greenfield Construction Ltd., Miramichi, Nouveau-Brunswick","New marginal wharf and boat ramp, North Head Harbour - Grand Manan Island, New Brunswick","nouveau quai marginal et rampe à bateau, Quai de North Head - ile de Grand Manan, Nouveau-Brunswick",14049646,3359690,8368437
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Bird Construction Group, Quispamsis, New Brunswick","Bird Construction Group, Quispamsis, Nouveau-Brunswick","Construction Works - Buildings, Quispamsis, New Brunswick","Travaux de construction - Bâtiments, Quispamsis, Nouveau-Brunswick",3965139,3382389,3834940
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","Green Timbers Limited Partnership (Paid through Computershare Investor Services Inc), Vancouver, British Columbia","Green Timbers Limited Partnership (Payé par l'intermédiaire de Computershare Investor Services Inc), Vancouver, Colombie-Britannique","Public-Private Partnership accommodations project - RCMP E Division Relocation, Surrey, British Columbia","Accords de projet de partenariat public-privé - Réinstallation de la division E de la GRC, Surrey, Colombie-Britannique",274036954,3394497,154141152
2022/2023,17,"Ressources naturelles","Natural Resources",041,"Department of Natural Resources","Ministère des Ressources naturelles","Contracts under $250,000 and cost plus contracts under $25,000 (15 contractors)","Contrats inférieurs à 250 000 $ et contrats à prix coûtant majoré inférieurs à 25 000 $ (15 entrepreneurs)",Total,Total,0,3413746,3413746
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Philson Ltd., Hanwell, New Brunswick","Philson Ltd., Hanwell, Nouveau-Brunswick","Construction Works - Buildings, Hanwell, New Brunswick","Travaux de construction - Bâtiments, Hanwell, Nouveau-Brunswick",7215631,3447701,7021828
2022/2023,13,"Relations Couronne-Autochtones et Affaires du Nord","Crown-Indigenous Relations and Northern Affairs",042,"Department of Crown-Indigenous Relations and Northern Affairs","Ministère des Relations Couronne-Autochtones et des Affaires du Nord","EllisDon Corporation, Ottawa, Ontario","EllisDon Corporation, Ottawa, Ontario","Building Construction - Canadian High Arctic Research Station, Cambridge Bay, Nunavut","Construction de bâtiment - Station canadienne de recherche dans l'Extrême-Arctique, Cambridge Bay, Nunavut",137199290,3449290,135824116
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Pomerleau Inc, Bedford, Nova Scotia","Pomerleau Inc, Bedford, Nouvelle-Écosse","Construction Works - Buildings, Fredericton, New Brunswick","Travaux de construction - Bâtiments, Fredericton, Nouveau-Brunswick",34559633,3489912,27362615
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Stantec Consulting Ltd., Vancouver, British Columbia","Stantec Consulting Ltd., Vancouver, Colombie-Britannique","Construction Works - Buildings, Esquimalt, British Columbia","Travaux de construction - Bâtiments, Esquimalt, Colombie-Britannique",14321888,3504849,10564772
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",127,"Department of Public Works and Government Services","Ministère des Travaux publics et des Services gouvernementaux","SAHO Construction Inc, Cap-Santé, Quebec","SAHO Construction Inc, Cap-Santé, Québec","Restoration of Place George-V, Québec, Quebec","Restauration de la place George-V, Québec, Québec",5363052,3531334,3531334
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Tridon Communications, Edmonton, Alberta","Tridon Communications, Edmonton, Alberta","Communication towers and supporting infrastructure, Calvert Island, British Columbia","Tours de communication et l'infrastructure de soutien, Calvert Island, Colombie-Britannique",6161062,3538946,4288801
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","RJG Construction Ltd., St. John's, Newfoundland and Labrador","RJG Construction Ltd., Saint-Jean de Terre-Neuve, Terre-Neuve-et-Labrador","Wharf Reconstruction, Grand Bank, Newfoundland and Labrador","Reconstruction d'un quai, Grand Bank, Terre-Neuve-et-Labrador",7267476,3560185,6317135
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","Les Entreprises PEC Inc, Bonaventure, Quebec","Les Entreprises PEC Inc, Bonaventure, Québec","Construction of a breakwater, Blanc Sablon harbour, Quebec","Construction d'un brise-lames, Blanc Sablon, Québec",3880001,3599455,3599455
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Clouthier Ventures Ltd., Pembroke, Ontario","Clouthier Ventures Ltd., Pembroke, Ontario","Construction Works - Buildings, Petawawa, Ontario","Travaux de construction - Bâtiments, Petawawa, Ontario",3731340,3731340,3731340
2022/2023,20,"Services publics et Approvisionnement","Public Services and Procurement",163,"Shared Services Canada","Services partagés Canada","Borden LP, Toronto, Ontario","Borden LP, Toronto, Ontario","Public private partnership - Enterprise Data Centre Borden, Borden, Ontario","Partenariat public-privé - Centre de données d'entreprise de Borden, Borden, Ontario",140532476,3765858,30940646
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","7305516 Canada Ltd., Carleton Place, Ontario","7305516 Canada Ltd., Carleton Place, Ontario","Wharf reconstruction, Savage Harbour, Prince Edward Island","Reconstruction quai 402/403/404, Savage Harbour, Île-du-Prince-Édouard",4963224,3777318,3777318
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Lease Montfort Hospital - Health Services, Ottawa, Ontario","Location Hôpital Montfort - Services de santé, Ottawa, Ontario","Montfort Hospital - Health Services, Ottawa, Ontario","Hôpital Montfort - Services de santé, Ottawa, Ontario",74219313,3787823,57326635
2022/2023,08,"Pêches, Océans et Garde côtière canadienne","Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ministère des Pêches et des Océans","RJG Construction Ltd., St. John's, Newfoundland and Labrador","RJG Construction Ltd., Saint-Jean de Terre-Neuve, Terre-Neuve-et-Labrador","Floating dock, Bruin, Newfoundland and Labrador","Quai flottant, Bruin, Terre-Neuve-et-Labrador",5307383,3827976,3858997
2022/2023,21,"Sécurité publique","Public Safety",053,"Correctional Service of Canada","Service correctionnel du Canada","9205187 Canada Ltd., Napanee, Ontario","9205187 Canada Ltd., Napanee, Ontario","Sanitary and storm sewer repairs at Bath and Millhaven Institutions, Bath, Ontario","Réparation des égouts sanitaires et pluviaux des établissements Bath et Millhaven, Bath, Ontario",9663399,3854583,7577900
2022/2023,09,"Affaires mondiales","Global Affairs",005,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement","Kancelaria Notarialna Karolina Wolf, Warsaw, Poland","Kancelaria Notarialna Karolina Wolf, Varsovie, Pologne","Acquisition of staff quarters, Warsaw, Poland","Achat de logements pour le personnel, Varsovie, Pologne",3900494,3900494,3900494
2022/2023,22,Transports,Transport,034,"Department of Transport","Ministère des Transports","Greenfield Construction Ltd., Miramichi, New Brunswick","Greenfield Construction Ltd., Miramichi, Nouveau-Brunswick","Reinforcement and new fenders for wharf expansion at Souris ferry terminal, Souris, Prince Edward Island","Renforcement et nouvelles pare-battages pour l'agrandissement du quai à la gare maritime de Souris, Souris, Île-du-Prince-Édouard",6336727,3916601,6158820
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","PCL Constructors Canada Inc, Nepean, Ontario","PCL Constructors Canada Inc, Nepean, Ontario","Construction Works - Buildings, Petawawa, Ontario","Travaux de construction - Bâtiments, Petawawa, Ontario",39193883,3943021,39193883
2022/2023,22,Transports,Transport,034,"Department of Transport","Ministère des Transports","Greenfield Construction Ltd., Miramichi, New Brunswick","Greenfield Construction Ltd., Miramichi, Nouveau-Brunswick","Consolidation and extension of the pier, Cap-aux-Meules, Quebec","Consolidation et prolongement du quai, Cap-aux-Meules, Québec",6347763,3943108,5229611
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Maple Reinders Constructors Ltd., Mississauga, Ontario","Maple Reinders Constructors Ltd., Mississauga, Ontario","South sector construction management services, Trent-Severn Waterway National Historic Site, Ontario","Services de gestion de la construction du secteur sud, Lieu historique national de la Voie-Navigable-Trent-Severn, Ontario",163489999,3979509,163363889
2022/2023,06,"Environnement et Changement climatique","Environment and Climate Change",124,"Parks Canada Agency","Agence Parcs Canada","Sure-Form Contracting Ltd., Edmonton, Alberta","Sure-Form Contracting Ltd., Edmonton, Alberta","Rehabilitation of the Lake Louise wastewater treatment plant, Banff National Park, Alberta","Réfection de la station d'épuration des eaux usées de Lake Louise, Parc national Banff, Alberta",6228969,3981835,5563017
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","SM Construction Inc, Québec, Quebec","SM Construction Inc, Québec, Québec","Construction Works - Buildings, Québec, Quebec","Travaux de construction - Bâtiments, Québec, Québec",4815406,4385650,4485650
2022/2023,16,"Défense nationale","National Defence",018,"Department of National Defence","Ministère de la Défense nationale","Pomerleau Inc, Bedford, Nova Scotia","Pomerleau Inc, Bedford, Nouvelle-Écosse","Construction Works - Buildings, Halifax, Nova Scotia","Travaux de construction - Bâtiments, Halifax, Nouvelle-Écosse",9762692,4431494,9187113
